fabricante	Marca	Algoritmo Marca Propia	Est Mer 6 Descripcion	EST_MER_6_CODIGO	Est Mer 7 Descripcion	Est Mer Codigo	Imp venta últ 24 meses	Qtd Sku	
FLORA VIDA	FLORA VIDA	NAO E MARCA PROPIA	A05A PRODUTOS PARA DISTURBIOS DO TRATO BILIAR	.3.12.2.5.1	A05A1 COLAGOGOS	.3.12.2.5.1.1	22.328	1	a
OUTRO FABRICANTE	NATURES	NAO E MARCA PROPIA	A12C OUTROS SUPLEMENTOS MINERAIS	.3.12.2.12.3	A12C1 MAGNESIO	.3.12.2.12.3.1	22.249	1	a
HEALTH LABS	HEALTHLABS HEL	NAO E MARCA PROPIA	A12C OUTROS SUPLEMENTOS MINERAIS	.3.12.2.12.3	A12C2 OUTROS SUPLEMENTOS MINERAIS	.3.12.2.12.3.2	22.140	1	a
VECTOR NUTRI	VECTOR NUTRI	NAO E MARCA PROPIA	A06A DROGAS PARA A CONSTIPACAO	.3.12.2.6.1	A06A6 LAXANTES OSMOTICOS	.3.12.2.6.1.5	21.873	1	a
CIMED	METFORMED CIM	NAO E MARCA PROPIA	A10J BIGUANIDA A DIABETICOS	.3.12.2.10.4	A10J2 BIGUANIDA E SULFONILOUREIA COMB A DIABETICOS	.3.12.2.10.4.2	21.803	1	a
SIN PROVEEDOR ASOCIADO	OYSCO	NAO E MARCA PROPIA	A12A CALCIO	.3.12.2.12.1	A12A CALCIO	.3.12.2.12.1.1	21.418	1	a
NASCILAB	MUCK FORT	NAO E MARCA PROPIA	A11A POLIVITAMINICOS COM MINERAIS	.3.12.2.11.1	A11A4 OUTROS POLIVIT COM MINERAIS	.3.12.2.11.1.4	21.042	1	a
OUTRO FABRICANTE	BOMVITAM	NAO E MARCA PROPIA	A11F VITAMINAS B12 PURA	.3.12.2.11.6	A11F VITAMINAS B12 PURA	.3.12.2.11.6.1	21.035	1	a
TEUTO	PANTOPRAZOL TEU	NAO E MARCA PROPIA	A02B ANTIULCEROSOS	.3.12.2.2.2	A02B2 INIBIDORES DA BOMBA DE PROTONS	.3.12.2.2.2.2	20.913	1	a
ACHE LABORATORIOS FARMACEUTICOS SA	PANTOPRAZOL ACH	NAO E MARCA PROPIA	A02B ANTIULCEROSOS	.3.12.2.2.2	A02B1 ANTAGONISTAS H2	.3.12.2.2.2.1	20.709	1	a
SIN PROVEEDOR ASOCIADO	CITRATO CALCIO FDC	NAO E MARCA PROPIA	A12A CALCIO	.3.12.2.12.1	A12A CALCIO	.3.12.2.12.1.1	20.621	1	a
OUTRO FABRICANTE	WOD NUTRITION	NAO E MARCA PROPIA	A11F VITAMINAS B12 PURA	.3.12.2.11.6	A11F VITAMINAS B12 PURA	.3.12.2.11.6.1	20.573	1	a
CALL FARMA	GOODLIFE	NAO E MARCA PROPIA	A12A CALCIO	.3.12.2.12.1	A12A CALCIO	.3.12.2.12.1.1	20.507	1	a
EMS PHARMA	SITAGLIPTINA EMS	NAO E MARCA PROPIA	A10N INIBIDOR DPP IV	.3.12.2.10.8	A10N1 INIBIDOR DPP IV SOLO	.3.12.2.10.8.1	20.449	2	a
1FARMA	OMEPRAZOL 1FA	NAO E MARCA PROPIA	A02B ANTIULCEROSOS	.3.12.2.2.2	A02B1 ANTAGONISTAS H2	.3.12.2.2.2.1	20.297	1	a
SIN PROVEEDOR ASOCIADO	CALCITON	NAO E MARCA PROPIA	A12A CALCIO	.3.12.2.12.1	A12A CALCIO	.3.12.2.12.1.1	20.263	1	a
ESSENTIAL NUTRITION	ESSENTIAL NUTRITION	NAO E MARCA PROPIA	A06A DROGAS PARA A CONSTIPACAO	.3.12.2.6.1	A06A3 INCREMENTADORES DO BOLO INTESTINAL	.3.12.2.6.1.3	20.214	1	a
BRASTERAPICA	MALACAL SPORT BRS	NAO E MARCA PROPIA	A12A CALCIO	.3.12.2.12.1	A12A CALCIO	.3.12.2.12.1.1	20.208	1	a
VITAHEALTH	Por Defecto	NAO E MARCA PROPIA	A12A CALCIO	.3.12.2.12.1	A12A CALCIO	.3.12.2.12.1.1	20.015	1	a
QUALYNUTRI	QUALYNUTRI	NAO E MARCA PROPIA	A06A DROGAS PARA A CONSTIPACAO	.3.12.2.6.1	A06A3 INCREMENTADORES DO BOLO INTESTINAL	.3.12.2.6.1.3	19.697	1	a
BIOSTEVI PHARMA	BIOSTEVI	NAO E MARCA PROPIA	A05A PRODUTOS PARA DISTURBIOS DO TRATO BILIAR	.3.12.2.5.1	A05A1 COLAGOGOS	.3.12.2.5.1.1	19.523	1	a
ASPEN	OSTEONUTRI ASP	NAO E MARCA PROPIA	A11C VITAMINA A D INCLUINDO ASSOCIACOES DAS DUAS	.3.12.2.11.3	A11C2 VITAMINA D PURA	.3.12.2.11.3.2	19.514	1	a
ESSENCIAL	ESSENCIAL	NAO E MARCA PROPIA	A12A CALCIO	.3.12.2.12.1	A12A CALCIO	.3.12.2.12.1.1	19.514	1	a
SANATIVO	SANATIVO SNT	NAO E MARCA PROPIA	A01A ESTOMATOLOGICOS	.3.12.2.1.1	A01A ESTOMATOLOGICOS	.3.12.2.1.1.1	19.293	1	a
DOCTOR DAY	DOCTOR DAY	NAO E MARCA PROPIA	A12C OUTROS SUPLEMENTOS MINERAIS	.3.12.2.12.3	A12C2 OUTROS SUPLEMENTOS MINERAIS	.3.12.2.12.3.2	19.262	1	a
FIGARO	FLACONETE FIG	NAO E MARCA PROPIA	A05A PRODUTOS PARA DISTURBIOS DO TRATO BILIAR	.3.12.2.5.1	A05A1 COLAGOGOS	.3.12.2.5.1.1	19.213	1	a
SUPRA ERVAS BEBIDAS	MODO ON	NAO E MARCA PROPIA	A05B PRODUTOS PARA DOENCAS DO FIGADO HEPATOPROTETORES	.3.12.2.5.2	A05B PRODUTOS PARA DOENCAS DO FIGADO HEPATOPROTETORES	.3.12.2.5.2.1	19.175	1	a
EXX NUTRITION	EXX NUTRITION	NAO E MARCA PROPIA	A12C OUTROS SUPLEMENTOS MINERAIS	.3.12.2.12.3	A12C2 OUTROS SUPLEMENTOS MINERAIS	.3.12.2.12.3.2	19.136	1	a
EGV PHARMA	CALCIO+VIT.D3 EGV	NAO E MARCA PROPIA	A12A CALCIO	.3.12.2.12.1	A12A CALCIO	.3.12.2.12.1.1	19.132	1	a
HERBARIUM	HERBARIUM HER	NAO E MARCA PROPIA	A05A PRODUTOS PARA DISTURBIOS DO TRATO BILIAR	.3.12.2.5.1	A05A1 COLAGOGOS	.3.12.2.5.1.1	19.001	1	a
DA FAZENDA	DA FAZENDA	NAO E MARCA PROPIA	A06A DROGAS PARA A CONSTIPACAO	.3.12.2.6.1	A06A2 LAXANTES ESTIMULANTES	.3.12.2.6.1.2	18.770	1	a
AROMA BEM ESTAR IND E COM DE PROD NATURAIS	CENTROMAIS ARO	NAO E MARCA PROPIA	A12A CALCIO	.3.12.2.12.1	A12A CALCIO	.3.12.2.12.1.1	18.427	1	a
NATUS FARMA	OTTIMA VITTA	NAO E MARCA PROPIA	A12C OUTROS SUPLEMENTOS MINERAIS	.3.12.2.12.3	A12C2 OUTROS SUPLEMENTOS MINERAIS	.3.12.2.12.3.2	18.300	2	a
BMF VIT	BMF	NAO E MARCA PROPIA	A12C OUTROS SUPLEMENTOS MINERAIS	.3.12.2.12.3	A12C2 OUTROS SUPLEMENTOS MINERAIS	.3.12.2.12.3.2	18.215	1	a
NOVARTIS	GALVUS MET NOV	NAO E MARCA PROPIA	A10N INIBIDOR DPP IV	.3.12.2.10.8	A10N1 INIBIDOR DPP IV SOLO	.3.12.2.10.8.1	18.151	1	a
PROWIN	PROWIN PWN	NAO E MARCA PROPIA	A12C OUTROS SUPLEMENTOS MINERAIS	.3.12.2.12.3	A12C2 OUTROS SUPLEMENTOS MINERAIS	.3.12.2.12.3.2	18.021	1	a
MELFORT	MELFORT	NAO E MARCA PROPIA	A12C OUTROS SUPLEMENTOS MINERAIS	.3.12.2.12.3	A12C2 OUTROS SUPLEMENTOS MINERAIS	.3.12.2.12.3.2	17.985	1	a
HYPERA PHARMA	BENEGRIP HYP	NAO E MARCA PROPIA	A11G VITAMINA C INCLUSIVE ASSOCIADA A MINERAIS	.3.12.2.11.7	A11G1 VITAMINA C PURA	.3.12.2.11.7.1	17.838	1	a
KARTTI	KARTTI	NAO E MARCA PROPIA	A12C OUTROS SUPLEMENTOS MINERAIS	.3.12.2.12.3	A12C2 OUTROS SUPLEMENTOS MINERAIS	.3.12.2.12.3.2	17.718	1	a
GREEN NUTRITION	REIDRAT GNN	NAO E MARCA PROPIA	A07G REPOSITORES ELECTROLITICOS ORAIS	.3.12.2.7.5	A07G REPOSITORES ELECTROLITICOS ORAIS	.3.12.2.7.5.1	17.701	2	a
CATARINENSE PHARMA	CATARINENSE	NAO E MARCA PROPIA	A11C VITAMINA A D INCLUINDO ASSOCIACOES DAS DUAS	.3.12.2.11.3	A11C3 - ASSOCIACOES DE VITAMINAS A D	.3.12.2.11.3.3	17.581	1	a
NATUS FARMA	OTTIMA VITTA	NAO E MARCA PROPIA	A12A CALCIO	.3.12.2.12.1	A12A CALCIO	.3.12.2.12.1.1	17.400	1	a
FARMA CONDE	LEITE DE MAGNESIA FAC	MARCA PROPIA	A06A DROGAS PARA A CONSTIPACAO	.3.12.2.6.1	A06A1 LAXANTES SUAVIZANTES	.3.12.2.6.1.1	17.360	4	a
PERMANENTE	ENERGIN	NAO E MARCA PROPIA	A12A CALCIO	.3.12.2.12.1	A12A CALCIO	.3.12.2.12.1.1	16.975	1	a
NUTRAWAY	NUTRAWAY	NAO E MARCA PROPIA	A11X OUTRAS VITAMINAS PURAS	.3.12.2.11.8	A11X2 VITAMINA B6 PURA	.3.12.2.11.8.1	16.874	1	a
BIOSINTETICA	CLOR DE METFORMINA BIS	NAO E MARCA PROPIA	A10J BIGUANIDA A DIABETICOS	.3.12.2.10.4	A10J1 BIGUANIDA SOLA A DIABETICOS	.3.12.2.10.4.1	16.781	1	a
CATALMEDIC	MAGCATAL	NAO E MARCA PROPIA	A11A POLIVITAMINICOS COM MINERAIS	.3.12.2.11.1	A11A4 OUTROS POLIVIT COM MINERAIS	.3.12.2.11.1.4	16.744	1	a
OUTRO FABRICANTE	TIP TOP	NAO E MARCA PROPIA	A12C OUTROS SUPLEMENTOS MINERAIS	.3.12.2.12.3	A12C2 OUTROS SUPLEMENTOS MINERAIS	.3.12.2.12.3.2	16.706	1	a
THEODORO F SOBRAL E CIA	SOBRAL	NAO E MARCA PROPIA	A11C VITAMINA A D INCLUINDO ASSOCIACOES DAS DUAS	.3.12.2.11.3	A11C2 VITAMINA D PURA	.3.12.2.11.3.2	16.616	1	a
IFBRASIL	IFHIDRAT	NAO E MARCA PROPIA	A07G REPOSITORES ELECTROLITICOS ORAIS	.3.12.2.7.5	A07G REPOSITORES ELECTROLITICOS ORAIS	.3.12.2.7.5.1	16.554	1	a
PENSE FARMA	PENSEVITA	NAO E MARCA PROPIA	A12A CALCIO	.3.12.2.12.1	A12A CALCIO	.3.12.2.12.1.1	16.269	1	a
FILADELFIA ALIMENTOS	SENE FIL	NAO E MARCA PROPIA	A06A DROGAS PARA A CONSTIPACAO	.3.12.2.6.1	A06A2 LAXANTES ESTIMULANTES	.3.12.2.6.1.2	16.131	1	a
UNIAO QUIMICA	BABYDRAX UNI	NAO E MARCA PROPIA	A07G REPOSITORES ELECTROLITICOS ORAIS	.3.12.2.7.5	A07G REPOSITORES ELECTROLITICOS ORAIS	.3.12.2.7.5.1	15.970	3	a
EMS PHARMA	DIMETILIV EMS	NAO E MARCA PROPIA	A02A ANTIACIDOS ANTIFISETICOS	.3.12.2.2.1	A02A2 ANTIFISETICOS PUROS	.3.12.2.2.1.2	15.896	2	a
4 ELEMENTOS IND ALIM	ALCACHOFRA 4EL	NAO E MARCA PROPIA	A05A PRODUTOS PARA DISTURBIOS DO TRATO BILIAR	.3.12.2.5.1	A05A1 COLAGOGOS	.3.12.2.5.1.1	15.804	1	a
QUIMIDROL	CARBONATO DE CALCIO QML	NAO E MARCA PROPIA	A12A CALCIO	.3.12.2.12.1	A12A CALCIO	.3.12.2.12.1.1	15.670	1	a
AMILAB	AMICARE	NAO E MARCA PROPIA	A11G VITAMINA C INCLUSIVE ASSOCIADA A MINERAIS	.3.12.2.11.7	A11G2 VITAMINA C ASSOCIADA	.3.12.2.11.7.2	15.490	1	a
INDUSMED MEDICAMENTOS E SUPLEMENTOS	INDUSMED	NAO E MARCA PROPIA	A12C OUTROS SUPLEMENTOS MINERAIS	.3.12.2.12.3	A12C1 MAGNESIO	.3.12.2.12.3.1	15.460	1	a
SOROCAPS IND FARMACEUTICA	NUTRAVITTA	NAO E MARCA PROPIA	A12C OUTROS SUPLEMENTOS MINERAIS	.3.12.2.12.3	A12C2 OUTROS SUPLEMENTOS MINERAIS	.3.12.2.12.3.2	15.460	1	a
ESSENCIAL	ESSENCIAL	NAO E MARCA PROPIA	A11C VITAMINA A D INCLUINDO ASSOCIACOES DAS DUAS	.3.12.2.11.3	A11C2 VITAMINA D PURA	.3.12.2.11.3.2	15.409	1	a
NATURASUL	NATURASUL NAT	NAO E MARCA PROPIA	A06A DROGAS PARA A CONSTIPACAO	.3.12.2.6.1	A06A3 INCREMENTADORES DO BOLO INTESTINAL	.3.12.2.6.1.3	15.407	1	a
ALMEIDA PRADO	ALMEIDA PRADO ALM	NAO E MARCA PROPIA	A09A DIGESTIVOS INCLUIDO ENZIMAS	.3.12.2.9.1	A09A DIGESTIVOS INCLUIDO ENZIMAS	.3.12.2.9.1.1	15.363	1	a
A2F LABORATORIO	MENUTRI A2F	NAO E MARCA PROPIA	A12C OUTROS SUPLEMENTOS MINERAIS	.3.12.2.12.3	A12C2 OUTROS SUPLEMENTOS MINERAIS	.3.12.2.12.3.2	15.272	1	a
MARCFARMA	MARCFARMA	NAO E MARCA PROPIA	A12C OUTROS SUPLEMENTOS MINERAIS	.3.12.2.12.3	A12C2 OUTROS SUPLEMENTOS MINERAIS	.3.12.2.12.3.2	15.179	1	a
LEDAL QUIMICA	LEDAL	NAO E MARCA PROPIA	A11X OUTRAS VITAMINAS PURAS	.3.12.2.11.8	A11X9 TODAS OUTRAS VITAMINAS PURAS E COMBINACOES	.3.12.2.11.8.3	15.143	1	a
OUTRO FABRICANTE	SEIROGAN	NAO E MARCA PROPIA	A07F MICROORGANISMOS ANTIDIARREICOS	.3.12.2.7.4	A07F MICROORGANISMOS ANTIDIARREICOS	.3.12.2.7.4.1	15.016	1	a
UNIFABRA	QUALIVITA	MARCA PROPIA	A07G REPOSITORES ELECTROLITICOS ORAIS	.3.12.2.7.5	A07G REPOSITORES ELECTROLITICOS ORAIS	.3.12.2.7.5.1	14.935	1	a
CATARINENSE PHARMA	SUPRACORP CAT	NAO E MARCA PROPIA	A12A CALCIO	.3.12.2.12.1	A12A CALCIO	.3.12.2.12.1.1	14.898	1	a
BELFAR	LEITE DE MAGNESIA BEL	NAO E MARCA PROPIA	A06A DROGAS PARA A CONSTIPACAO	.3.12.2.6.1	A06A6 LAXANTES OSMOTICOS	.3.12.2.6.1.5	14.883	2	a
LITEE FARMA	CALCIO+VITAMINA D LITEE	NAO E MARCA PROPIA	A12A CALCIO	.3.12.2.12.1	A12A CALCIO	.3.12.2.12.1.1	14.776	1	a
BIOSINTETICA	METFORMINA BIS	NAO E MARCA PROPIA	A10J BIGUANIDA A DIABETICOS	.3.12.2.10.4	A10J1 BIGUANIDA SOLA A DIABETICOS	.3.12.2.10.4.1	14.709	1	a
MARJAN FARMA	NORMATEN MAR	NAO E MARCA PROPIA	A06A DROGAS PARA A CONSTIPACAO	.3.12.2.6.1	A06A1 LAXANTES SUAVIZANTES	.3.12.2.6.1.1	14.664	1	a
ACHE LABORATORIOS FARMACEUTICOS SA	DOMPED ACH	NAO E MARCA PROPIA	A03F GASTROPROCINETICOS	.3.12.2.3.4	A03F GASTROPROCINETICOS	.3.12.2.3.4.1	14.571	1	a
EMS PHARMA	OMEPRAZOL GER	NAO E MARCA PROPIA	A02B ANTIULCEROSOS	.3.12.2.2.2	A02B2 INIBIDORES DA BOMBA DE PROTONS	.3.12.2.2.2.2	14.504	2	a
OUTRO FABRICANTE	SANTE	NAO E MARCA PROPIA	A12C OUTROS SUPLEMENTOS MINERAIS	.3.12.2.12.3	A12C2 OUTROS SUPLEMENTOS MINERAIS	.3.12.2.12.3.2	14.486	1	a
NATUS FARMA	OPTIMUM VITTA	NAO E MARCA PROPIA	A11G VITAMINA C INCLUSIVE ASSOCIADA A MINERAIS	.3.12.2.11.7	A11G2 VITAMINA C ASSOCIADA	.3.12.2.11.7.2	14.442	1	a
WELLVIN ALIM.	WELLVIN	NAO E MARCA PROPIA	A06A DROGAS PARA A CONSTIPACAO	.3.12.2.6.1	A06A3 INCREMENTADORES DO BOLO INTESTINAL	.3.12.2.6.1.3	14.356	1	a
VITA FLORA	VITA FLORA	NAO E MARCA PROPIA	A12C OUTROS SUPLEMENTOS MINERAIS	.3.12.2.12.3	A12C2 OUTROS SUPLEMENTOS MINERAIS	.3.12.2.12.3.2	14.229	1	a
FERNANDES	SCALP	NAO E MARCA PROPIA	A02A ANTIACIDOS ANTIFISETICOS	.3.12.2.2.1	A02A1 ANTIACIDOS PUROS	.3.12.2.2.1.1	14.112	1	a
UNIAO QUIMICA	NAUSICALM UNI	NAO E MARCA PROPIA	A04A ANTIEMETICOS E ANTINAUSEOSOS	.3.12.2.4.1	A04A9 OUTROS ANTIEMETICOS E ANTINAUSEA	.3.12.2.4.1.3	14.095	2	a
LIBBS FARMACEUTICA	OMEPRAZOL LIB	NAO E MARCA PROPIA	A02B ANTIULCEROSOS	.3.12.2.2.2	A02B1 ANTAGONISTAS H2	.3.12.2.2.2.1	14.070	1	a
SOROCAPS IND FARMACEUTICA	REVIGORMIL	NAO E MARCA PROPIA	A11F VITAMINAS B12 PURA	.3.12.2.11.6	A11F VITAMINAS B12 PURA	.3.12.2.11.6.1	14.066	1	a
PHARMASCIENCE	GASTROFTAL PHC	NAO E MARCA PROPIA	A02A ANTIACIDOS ANTIFISETICOS	.3.12.2.2.1	A02A1 ANTIACIDOS PUROS	.3.12.2.2.1.1	14.053	1	a
OUTRO FABRICANTE	ZANTHO NUTRITION	NAO E MARCA PROPIA	A11G VITAMINA C INCLUSIVE ASSOCIADA A MINERAIS	.3.12.2.11.7	A11G2 VITAMINA C ASSOCIADA	.3.12.2.11.7.2	13.861	1	a
PHARLAB	LOPERAMIDA PHA	NAO E MARCA PROPIA	A07H INIBIDORES DA MOTILIDADE	.3.12.2.7.6	A07H INIBIDORES DA MOTILIDADE	.3.12.2.7.6.1	13.845	3	a
A2F LABORATORIO	MENUTRI A2F	NAO E MARCA PROPIA	A07G REPOSITORES ELECTROLITICOS ORAIS	.3.12.2.7.5	A07G REPOSITORES ELECTROLITICOS ORAIS	.3.12.2.7.5.1	13.781	1	a
EMS PHARMA	VAZY EMS	NAO E MARCA PROPIA	A08A - PREPARADOS ANOREXICOS EXETO OS DIETETICOS	.3.12.2.8.1	A08A PREPARADOS ANOREXICOS EXETO OS DIETETICOS	.3.12.2.8.1.1	13.650	2	a
NESTLE CIA	FIBER MAIS NES	NAO E MARCA PROPIA	A06A DROGAS PARA A CONSTIPACAO	.3.12.2.6.1	A06A1 LAXANTES SUAVIZANTES	.3.12.2.6.1.1	13.644	1	a
SIN PROVEEDOR ASOCIADO	VITA CLINICAL	NAO E MARCA PROPIA	A12A CALCIO	.3.12.2.12.1	A12A CALCIO	.3.12.2.12.1.1	13.642	1	a
FLORA 7 ERVAS	FLORA 7 ERVAS	NAO E MARCA PROPIA	A06A DROGAS PARA A CONSTIPACAO	.3.12.2.6.1	A06A1 LAXANTES SUAVIZANTES	.3.12.2.6.1.1	13.579	1	a
VITAMEDIC	FORDAY	NAO E MARCA PROPIA	A12C OUTROS SUPLEMENTOS MINERAIS	.3.12.2.12.3	A12C1 MAGNESIO	.3.12.2.12.3.1	13.547	1	a
TEUTO	SUPOS GLICERINA TEU	NAO E MARCA PROPIA	A06A DROGAS PARA A CONSTIPACAO	.3.12.2.6.1	A06A9 OUTRAS DROGAS PARA A CONSTIPACAO	.3.12.2.6.1.7	13.482	2	a
CIMED	OMEPRAMED CIM	NAO E MARCA PROPIA	A02B ANTIULCEROSOS	.3.12.2.2.2	A02B1 ANTAGONISTAS H2	.3.12.2.2.2.1	13.416	1	a
HEBRON	HEBRON HEB	NAO E MARCA PROPIA	A07F MICROORGANISMOS ANTIDIARREICOS	.3.12.2.7.4	A07F MICROORGANISMOS ANTIDIARREICOS	.3.12.2.7.4.1	13.396	1	a
EMS PHARMA	OMEPRAZOL NVQ	NAO E MARCA PROPIA	A02B ANTIULCEROSOS	.3.12.2.2.2	A02B1 ANTAGONISTAS H2	.3.12.2.2.2.1	13.300	4	a
TEUTO	TENOFTAL TEU	NAO E MARCA PROPIA	A02A ANTIACIDOS ANTIFISETICOS	.3.12.2.2.1	A02A1 ANTIACIDOS PUROS	.3.12.2.2.1.1	13.174	1	a
SIN PROVEEDOR ASOCIADO	HYDRAMAXI	NAO E MARCA PROPIA	A07G REPOSITORES ELECTROLITICOS ORAIS	.3.12.2.7.5	A07G REPOSITORES ELECTROLITICOS ORAIS	.3.12.2.7.5.1	13.168	1	a
A2F LABORATORIO	GERA	NAO E MARCA PROPIA	A11G VITAMINA C INCLUSIVE ASSOCIADA A MINERAIS	.3.12.2.11.7	A11G2 VITAMINA C ASSOCIADA	.3.12.2.11.7.2	13.154	1	a
EUROFARMA	OMEPRAZOL EUR	NAO E MARCA PROPIA	A02B ANTIULCEROSOS	.3.12.2.2.2	A02B1 ANTAGONISTAS H2	.3.12.2.2.2.1	13.103	1	a
CRISTALIA	OMEPRAZOL CRI	NAO E MARCA PROPIA	A02B ANTIULCEROSOS	.3.12.2.2.2	A02B2 INIBIDORES DA BOMBA DE PROTONS	.3.12.2.2.2.2	13.050	1	a
LABORATORIO GLOBO	ACIDOGEL GLO	NAO E MARCA PROPIA	A02A ANTIACIDOS ANTIFISETICOS	.3.12.2.2.1	A02A4 ANTIACIDOS COM ANTIFISETICOS	.3.12.2.2.1.3	13.013	1	a
ASSIFARMA	EPADOSE	MARCA PROPIA	A05B PRODUTOS PARA DOENCAS DO FIGADO HEPATOPROTETORES	.3.12.2.5.2	A05B PRODUTOS PARA DOENCAS DO FIGADO HEPATOPROTETORES	.3.12.2.5.2.1	13.004	1	a
LABOGAN	EPOXNON	NAO E MARCA PROPIA	A12A CALCIO	.3.12.2.12.1	A12A CALCIO	.3.12.2.12.1.1	12.967	1	a
ESSENCIAL	ESSENCIAL	NAO E MARCA PROPIA	A12C OUTROS SUPLEMENTOS MINERAIS	.3.12.2.12.3	A12C1 MAGNESIO	.3.12.2.12.3.1	12.876	1	a
PREVENT PHARMA	BIOENERGIN	NAO E MARCA PROPIA	A11D VITAMINA B1 E ASSOCIACOES	.3.12.2.11.4	A11D4 VITAMINA B1 ASSOC VIT B6 OU B12	.3.12.2.11.4.2	12.797	1	a
LABORATORIO SIMOES	MATRICARIA SMS	NAO E MARCA PROPIA	A01A ESTOMATOLOGICOS	.3.12.2.1.1	A01A ESTOMATOLOGICOS	.3.12.2.1.1.1	12.647	1	a
FLORA NATIVA DO BRASIL	FLORA NATIVA FLN	NAO E MARCA PROPIA	A12C OUTROS SUPLEMENTOS MINERAIS	.3.12.2.12.3	A12C1 MAGNESIO	.3.12.2.12.3.1	12.590	1	a
EMS PHARMA	OLEO MUL	NAO E MARCA PROPIA	A06A DROGAS PARA A CONSTIPACAO	.3.12.2.6.1	A06A1 LAXANTES SUAVIZANTES	.3.12.2.6.1.1	12.578	1	a
AURAQUIMICA IND FARMACETICA LTDA	FORT VITAN	NAO E MARCA PROPIA	A12A CALCIO	.3.12.2.12.1	A12A CALCIO	.3.12.2.12.1.1	12.492	1	a
LAPERLI	MANADASCRIANCAS LAR	NAO E MARCA PROPIA	A06A DROGAS PARA A CONSTIPACAO	.3.12.2.6.1	A06A2 LAXANTES ESTIMULANTES	.3.12.2.6.1.2	12.442	1	a
HIPOLABOR	OMEPRAZOL HIP	NAO E MARCA PROPIA	A02B ANTIULCEROSOS	.3.12.2.2.2	A02B1 ANTAGONISTAS H2	.3.12.2.2.2.1	12.327	3	a
ALQUIMIA	ALQUIMIA	NAO E MARCA PROPIA	A12C OUTROS SUPLEMENTOS MINERAIS	.3.12.2.12.3	A12C1 MAGNESIO	.3.12.2.12.3.1	12.326	1	a
TEUTO	OMEPRAZOL TEU	NAO E MARCA PROPIA	A02B ANTIULCEROSOS	.3.12.2.2.2	A02B1 ANTAGONISTAS H2	.3.12.2.2.2.1	12.309	3	a
TROPICAL CONDIMENTOS	TROPICAL	NAO E MARCA PROPIA	A06A DROGAS PARA A CONSTIPACAO	.3.12.2.6.1	A06A2 LAXANTES ESTIMULANTES	.3.12.2.6.1.2	12.284	1	a
PHARLAB	PANTOPRAZOL PHA	NAO E MARCA PROPIA	A02B ANTIULCEROSOS	.3.12.2.2.2	A02B2 INIBIDORES DA BOMBA DE PROTONS	.3.12.2.2.2.2	12.145	2	a
VITAMEDIC	FORDAY	NAO E MARCA PROPIA	A12C OUTROS SUPLEMENTOS MINERAIS	.3.12.2.12.3	A12C2 OUTROS SUPLEMENTOS MINERAIS	.3.12.2.12.3.2	12.062	1	a
BELFAR	LACTULOSE BEL	NAO E MARCA PROPIA	A06A DROGAS PARA A CONSTIPACAO	.3.12.2.6.1	A06A6 LAXANTES OSMOTICOS	.3.12.2.6.1.5	11.840	1	a
AMILAB	AMILAB	NAO E MARCA PROPIA	A11G VITAMINA C INCLUSIVE ASSOCIADA A MINERAIS	.3.12.2.11.7	A11G1 VITAMINA C PURA	.3.12.2.11.7.1	11.691	1	a
ALQUIMIA	ALQUIMIA	NAO E MARCA PROPIA	A11D VITAMINA B1 E ASSOCIACOES	.3.12.2.11.4	A11D4 VITAMINA B1 ASSOC VIT B6 OU B12	.3.12.2.11.4.2	11.186	1	a
OUTRO FABRICANTE	TIRZEPATIDA	NAO E MARCA PROPIA	A10S AGONISTAS GLP 1	.3.12.2.10.10	A10S AGONISTAS GLP 1	.3.12.2.10.10.1	11.100	1	a
AURAQUIMICA	FIGON	NAO E MARCA PROPIA	A05B PRODUTOS PARA DOENCAS DO FIGADO HEPATOPROTETORES	.3.12.2.5.2	A05B PRODUTOS PARA DOENCAS DO FIGADO HEPATOPROTETORES	.3.12.2.5.2.1	10.959	1	a
LA SAN DAY	NATUSDAY CALCIO MDK	NAO E MARCA PROPIA	A12A CALCIO	.3.12.2.12.1	A12A CALCIO	.3.12.2.12.1.1	10.810	1	a
PHARLAB	CLOR DE METFORMINA PHA	NAO E MARCA PROPIA	A10J BIGUANIDA A DIABETICOS	.3.12.2.10.4	A10J1 BIGUANIDA SOLA A DIABETICOS	.3.12.2.10.4.1	10.780	1	a
BELFAR	OMOPREL BEL	NAO E MARCA PROPIA	A02B ANTIULCEROSOS	.3.12.2.2.2	A02B1 ANTAGONISTAS H2	.3.12.2.2.2.1	10.756	2	a
SOROCAPS IND FARMACEUTICA	REVIGORMIL	NAO E MARCA PROPIA	A11G VITAMINA C INCLUSIVE ASSOCIADA A MINERAIS	.3.12.2.11.7	A11G1 VITAMINA C PURA	.3.12.2.11.7.1	10.672	1	a
HYPERA PHARMA	CITROPLEX C NEO	NAO E MARCA PROPIA	A11G VITAMINA C INCLUSIVE ASSOCIADA A MINERAIS	.3.12.2.11.7	A11G1 VITAMINA C PURA	.3.12.2.11.7.1	10.444	2	a
EMS PHARMA	FLATOL LEG	NAO E MARCA PROPIA	A02A ANTIACIDOS ANTIFISETICOS	.3.12.2.2.1	A02A2 ANTIFISETICOS PUROS	.3.12.2.2.1.2	10.438	2	a
