EST_MER_6;MARCA;FABRICANTE
N02B NAO NARCOTICOS ANTIPIRETICOS;TERMOMED MED;MEDLEY
B01C INIBIDORES DA AGREGACAO PLAQUETARIA;TICLOPIDINA MED;MEDLEY
G01A TRICOMONICIDAS;TINIDAZOL MED;MEDLEY
N03A ANTICONVULSIVANTES;TOPIT MED;MEDLEY
S01E MIOTICOS E PRAPARADOS ANTIGLAUCOMA;TRAVOPROSTA COLIRIO MED;MEDLEY
N06A A DEPRESSIVOS E REGUL DE HUMOR;TRAZODONA MED;MEDLEY
D07A CORTICOIDES TOPICOS PUROS;VAL DE BETAMETASONA MED;MEDLEY
C09C ANTAGONISTAS DE LA ANGIOTENSINA II PUROS;VALSARTANA MED;MEDLEY
C09C ANTAGONISTAS DE LA ANGIOTENSINA II PUROS;VALTRIAN MED;MEDLEY
C09D ANTAGONISTAS DE LA ANGIOTENSINA II COMBINADOS;VALTRIAN MED;MEDLEY
N06A A DEPRESSIVOS E REGUL DE HUMOR;VENLAFAXINA MED;MEDLEY
C08A ANTAGONISTAS DO CALCIO PUROS;ZANIDIP MED;MEDLEY
C10A PREPARADOS PARA REGULACAO COLESTEROL E TRIGLICERID;ZINPASS MED;MEDLEY
C10C REGUL DE LIPIDEOS EM COMB C OUT LIPIDOS REGUL;ZINPASS MED;MEDLEY
N06A A DEPRESSIVOS E REGUL DE HUMOR;ZODEL MED;MEDLEY
B01C INIBIDORES DA AGREGACAO PLAQUETARIA;ACIDOACETILSALIICILICO MDQ;MEDQUIMICA
B01C INIBIDORES DA AGREGACAO PLAQUETARIA;AS MED MDQ;MEDQUIMICA
N02A ANALGESICOS NARCOTICOS;AS MED MDQ;MEDQUIMICA
N02B NAO NARCOTICOS ANTIPIRETICOS;AS MED MDQ;MEDQUIMICA
B01C INIBIDORES DA AGREGACAO PLAQUETARIA;ASMED MDQ;MEDQUIMICA
A03D ASSOCIACOES COM ANALGESICOS;ATROVEX MDQ;MEDQUIMICA
J01F MACROLIDEOS E SIMILARES;AZITROMED MDQ;MEDQUIMICA
J01F MACROLIDEOS E SIMILARES;AZITROMICINA MDQ;MEDQUIMICA
D07B ASSOCIACOES DE CORTICOIDES;BETAPRO MED;MEDQUIMICA
A05A PRODUTOS PARA DISTURBIOS DO TRATO BILIAR;BOLDOBEBA MDQ;MEDQUIMICA
C09A INIBIDORES ACE PUROS;CAPTOPRIL MDQ;MEDQUIMICA
N06A A DEPRESSIVOS E REGUL DE HUMOR;CLOR DE FLUOXETINA MDQ;MEDQUIMICA
R06A ANTIHISTAMINICOS SISTEMICOS;CLOR DE HIDROXIZINA MDQ;MEDQUIMICA
J01A TETRACICLINAS E ASSOCIACOES;CLOR DE TETRACICLINA MDQ;MEDQUIMICA
N05B HIPNOTICOS SEDATIVOS;DALMADORM MDQ;MEDQUIMICA
A10P INIBIDORES DE ANTIDIABETICOS DE SGLT2;DAPAGLIFLOZINA MDQ;MEDQUIMICA
P03A ECTOPARASITICIDAS INCL ESCAB;DELTAMETRIL MDQ;MEDQUIMICA
H02B ASSOCIACOES CORTICOSTEROIDES SISTEMICOS;DEXCLORFENIRAMINA MDQ;MEDQUIMICA
N02A ANALGESICOS NARCOTICOS;DIPIMED MDQ;MEDQUIMICA
N02B NAO NARCOTICOS ANTIPIRETICOS;DIPIMED MDQ;MEDQUIMICA
N02B NAO NARCOTICOS ANTIPIRETICOS;DIPIRONA MDQ;MEDQUIMICA
N02A ANALGESICOS NARCOTICOS;DIPIRONA MED;MEDQUIMICA
N02B NAO NARCOTICOS ANTIPIRETICOS;DIPMED MDQ;MEDQUIMICA
N07D PRODUTOS ANTI ALZHEIMER;DONEPEZILA MDQ;MEDQUIMICA
A10P INIBIDORES DE ANTIDIABETICOS DE SGLT2;EMPAGLIFLOZINA MDQ;MEDQUIMICA
C09C ANTAGONISTAS DE LA ANGIOTENSINA II PUROS;ENALAPRIL MDQ;MEDQUIMICA
N05B HIPNOTICOS SEDATIVOS;FIQUEZEN MDQ;MEDQUIMICA
J02A AGENTES ANTIMICOTICOS SISTEMICOS EXCLUINDO GRISEOF;FLUCONAZOL MDQ;MEDQUIMICA
J02A AGENTES ANTIMICOTICOS SISTEMICOS EXCLUINDO GRISEOF;FLUCOVIL MDQ;MEDQUIMICA
R05C EXPECTORANTES;FLUIAR MDQ;MEDQUIMICA
A02A ANTIACIDOS ANTIFISETICOS;GASTROGEL MDQ;MEDQUIMICA
A10H SULFONILOUREIA A DIABETICOS;GLIBENCLAMIDA MDQ;MEDQUIMICA
A10H SULFONILOUREIA A DIABETICOS;GLICONIL MDQ;MEDQUIMICA
R05A ANTIGRIPAIS EXCLUINDO ANTINFECCIOSOS;GRIPINEW MDQ;MEDQUIMICA
R05C EXPECTORANTES;HEALTH LABS MDQ;MEDQUIMICA
N05B HIPNOTICOS SEDATIVOS;HEMITARTARATO DE ZOLPIDEM MDQ;MEDQUIMICA
C03A DIURETICOS;HIDROCLOROTIAZIDA MDQ;MEDQUIMICA
M01A ANTI REUMATICOS SEM ESTEROIDES;HIDROXIZINA MDQ;MEDQUIMICA
M01A ANTI REUMATICOS SEM ESTEROIDES;IBUPROFENO MDQ;MEDQUIMICA
N02B NAO NARCOTICOS ANTIPIRETICOS;IBUPROFENO MDQ;MEDQUIMICA
N02B NAO NARCOTICOS ANTIPIRETICOS;IBUPROMED MDQ;MEDQUIMICA
N06C ASSOCIACOES PSICOLEPTICAS PSICOANALEPTICAS;LIMBITROL MDQ;MEDQUIMICA
A02A ANTIACIDOS ANTIFISETICOS;LIVGAS MDQ;MEDQUIMICA
R06A ANTIHISTAMINICOS SISTEMICOS;LORATADINA XAROPE MDQ;MEDQUIMICA
R01A PREPARACOES NASAIS TOPICAS;MEDQUIMICA;MEDQUIMICA
N05A ANTIPSICOTICOS;MELLERIL MDQ;MEDQUIMICA
R03J ANTI ASMATICOS ANTAGONISTAS DE LEUCOTRIENE;MONTELUCASTE MDQ;MEDQUIMICA
R01A PREPARACOES NASAIS TOPICAS;NASALFREE MDQ;MEDQUIMICA
C08A ANTAGONISTAS DO CALCIO PUROS;NIFEDIPRESS MDQ;MEDQUIMICA
J01G FLUOROQUINOLONAS;NORFLOXACINO MDQ;MEDQUIMICA
M03B RELAXANTES MUSCULARES ACAO CENTRAL;NOVRALFLEX MDQ;MEDQUIMICA
D01A ANTIMICOTICOS DERMATOLOGICOS;OXIPELLE MDQ;MEDQUIMICA
A02B ANTIULCEROSOS;PANTONAX MDQ;MEDQUIMICA
A02B ANTIULCEROSOS;PANTOPRAZOL MDQ;MEDQUIMICA
N02B NAO NARCOTICOS ANTIPIRETICOS;PARACETAMOL MDQ;MEDQUIMICA
N02D PROD GABAPENTINOIDES;PREGABALINA MDQ;MEDQUIMICA
C09A INIBIDORES ACE PUROS;PRESSOMED MDQ;MEDQUIMICA
C09C ANTAGONISTAS DE LA ANGIOTENSINA II PUROS;PRESSOMED MDQ;MEDQUIMICA
C09A INIBIDORES ACE PUROS;PRESSOMEDE MDQ;MEDQUIMICA
R05C EXPECTORANTES;RESPLIX MDQ;MEDQUIMICA
B01F INIBIDOR DIRETO DO FATOR XA;RIVAROXABANA MDQ;MEDQUIMICA
A02A ANTIACIDOS ANTIFISETICOS;SIMETICONA MDQ;MEDQUIMICA
D05A PRODUTOS ANTIPSORIASE TOPICOS;SOLAQUIN BAU;MEDQUIMICA
D05A PRODUTOS ANTIPSORIASE TOPICOS;SOLAQUIN MDQ;MEDQUIMICA
D11A OUTRAS PREPARACOES DERMATOLOGICAS INCL XAMPUS MED;SOLAQUIN MDQ;MEDQUIMICA
M01A ANTI REUMATICOS SEM ESTEROIDES;TENOXICAM MDQ;MEDQUIMICA
M01A ANTI REUMATICOS SEM ESTEROIDES;TENOXIL MDQ;MEDQUIMICA
J01A TETRACICLINAS E ASSOCIACOES;TETRAMED MDQ;MEDQUIMICA
N06A A DEPRESSIVOS E REGUL DE HUMOR;TRAZODONA MDQ;MEDQUIMICA
M01A ANTI REUMATICOS SEM ESTEROIDES;TYLAFLEX MDQ;MEDQUIMICA
N02B NAO NARCOTICOS ANTIPIRETICOS;TYLAFLEX MDQ;MEDQUIMICA
A03F GASTROPROCINETICOS;VOMISTOP MDQ;MEDQUIMICA
N05B HIPNOTICOS SEDATIVOS;ZOLPIDEM MDQ;MEDQUIMICA
T02X TODOS OS OUTROS TEST DIAGNOSTICOS;MEDTRONIC MDT;MEDTRONIC
A12C OUTROS SUPLEMENTOS MINERAIS;BESEROL MEG;MEGALABS
M03B RELAXANTES MUSCULARES ACAO CENTRAL;BESEROL MEG;MEGALABS
A07F MICROORGANISMOS ANTIDIARREICOS;BIDRILAC MEG;MEGALABS
A02A ANTIACIDOS ANTIFISETICOS;DROXAINE MEG;MEGALABS
M02A ANTIREUMATICOS TOPICOS COM ANALGESICOS;FISIOCREM MEG;MEGALABS
R02A PREPARACOES PARA GARGANTA;MALVATRICIN;MEGALABS
R02A PREPARACOES PARA GARGANTA;MALVONA;MEGALABS
A07F MICROORGANISMOS ANTIDIARREICOS;MEGALABS MEG;MEGALABS
R01A PREPARACOES NASAIS TOPICAS;PENETRO MEG;MEGALABS
R04A UNGUENTOS PERCUTANEOS E OUTROS INALANTES;PENETRO MEG;MEGALABS
G03G GONADOTROFINAS E OUTROS ESTIMULANTES DA OVULACAO;CHORIOMON;MEIZLER UCB
R02A PREPARACOES PARA GARGANTA;MEL DO SOL;MEL DO SOL
R02A PREPARACOES PARA GARGANTA;SMELLS;MEL SMELLS
R02A PREPARACOES PARA GARGANTA;SMELLS MES;MEL SMELLS
R05B ANTIGRIPAIS C ANTIINFECCIOSOS;SMELLS MES;MEL SMELLS
R05C EXPECTORANTES;SMELLS MES;MEL SMELLS
R02A PREPARACOES PARA GARGANTA;WENZEL;MEL WENZEL IND COM LTDA
R05C EXPECTORANTES;MELBRAS;MELBRAS
D10B PREPARACOES ANTIACNE ORAIS;ACET DE CIPROTERONA ETINILESTRADIOL MLC;MELCON
G03A CONTRACEPTIVOS HORMONAIS SISTEMICOS;DESOGESTREL ETINILESTRADIOL MLC;MELCON
G03D PROGESTOGENOS E ASSOCIACOES EXCLUINDO G3A G3F;DIENOGESTE MLC;MELCON
G03A CONTRACEPTIVOS HORMONAIS SISTEMICOS;HORA H MLC;MELCON
R05C EXPECTORANTES;MELDICA MDC;MELDICA
A12C OUTROS SUPLEMENTOS MINERAIS;MELFORT;MELFORT
H04X OUTRAS HORMONIOS E PREPARACAO COM ACOES SIMILARES;MELFORT;MELFORT
R02A PREPARACOES PARA GARGANTA;MELFORT;MELFORT
R05A ANTIGRIPAIS EXCLUINDO ANTINFECCIOSOS;MELFORT;MELFORT
R05B ANTIGRIPAIS C ANTIINFECCIOSOS;MELFORT;MELFORT
D11A OUTRAS PREPARACOES DERMATOLOGICAS INCL XAMPUS MED;HELIORAL MEL;MELORA
D11A OUTRAS PREPARACOES DERMATOLOGICAS INCL XAMPUS MED;MELORA C MEL;MELORA
A05B PRODUTOS PARA DOENCAS DO FIGADO HEPATOPROTETORES;NITROFIGAN MEQ;MEQQUIMICA
G03A CONTRACEPTIVOS HORMONAIS SISTEMICOS;ACET DE CIPROTERONA ETINILESTRADIOL MER;MERCK
J05B OUTROS ANTIVIRAIS;ACICLOVIR MER;MERCK
C09C ANTAGONISTAS DE LA ANGIOTENSINA II PUROS;ALDOMET MER;MERCK
M01A ANTI REUMATICOS SEM ESTEROIDES;ALGINAC MER;MERCK
M01A ANTI REUMATICOS SEM ESTEROIDES;ARCOXIA MER;MERCK
L01G ANTICORPOS MONOCLONAIS ANTINEOPLASICOS;BAVENCIO MER;MERCK
C07B ASSOCIACOES DE BETA BLOQUEADORES;BICONCOR MER;MERCK
C09C ANTAGONISTAS DE LA ANGIOTENSINA II PUROS;BICONCOR MER;MERCK
G03A CONTRACEPTIVOS HORMONAIS SISTEMICOS;CETROTIDE MER;MERCK
H01C HORMONIOS HIPOTALAMICAS;CETROTIDE MER;MERCK
J01F MACROLIDEOS E SIMILARES;CLINDAL MER;MERCK
C10A PREPARADOS PARA REGULACAO COLESTEROL E TRIGLICERID;CLINFAR MER;MERCK
A10J BIGUANIDA A DIABETICOS;CLOR DE METFORMINA MER;MERCK
C09C ANTAGONISTAS DE LA ANGIOTENSINA II PUROS;CLORIDRATO DE SOTALOL MER;MERCK
B01A ANTICOAGULANTES NAO INJETAVEIS;CONCOR MER;MERCK
C07A AGENTES BETA BLOQUEADORES PUROS;CONCOR MER;MERCK
C07B ASSOCIACOES DE BETA BLOQUEADORES;CONCOR MER;MERCK
C08B ANTAGONISTAS DO CALCIO ASSOCIADOS;CONCOR MER;MERCK
A08A - PREPARADOS ANOREXICOS EXETO OS DIETETICOS;CONTRAVE MER;MERCK
C09C ANTAGONISTAS DE LA ANGIOTENSINA II PUROS;COZAAR MER;MERCK
G03A CONTRACEPTIVOS HORMONAIS SISTEMICOS;CRINONE MER;MERCK
G03D PROGESTOGENOS E ASSOCIACOES EXCLUINDO G3A G3F;CRINONE MER;MERCK
B01C INIBIDORES DA AGREGACAO PLAQUETARIA;CUORE MER;MERCK
R01B DESCONGESTIONANTES NASAIS SISTEMICOS;DESALEX MER;MERCK
R06A ANTIHISTAMINICOS SISTEMICOS;DESALEX MER;MERCK
D10B PREPARACOES ANTIACNE ORAIS;DICLIN MER;MERCK
C10A PREPARADOS PARA REGULACAO COLESTEROL E TRIGLICERID;ELPENZO MER;MERCK
L01G ANTICORPOS MONOCLONAIS ANTINEOPLASICOS;ERBITUX MER;MERCK
H03A PREPARADOS DE TIREOIDE;EUTHYROX MER;MERCK
C10A PREPARADOS PARA REGULACAO COLESTEROL E TRIGLICERID;EZETROL MER;MERCK
D11A OUTRAS PREPARACOES DERMATOLOGICAS INCL XAMPUS MED;FINASTERIDA MER;MERCK
G04C PRODUTOS PARA HIPERPLASIA PROSTATICA BENIGNA HPB;FINASTERIDA MER;MERCK
G04C PRODUTOS PARA HIPERPLASIA PROSTATICA BENIGNA HPB;FLAXIN MER;MERCK
M02A ANTIREUMATICOS TOPICOS COM ANALGESICOS;FLEXIVE MER;MERCK
A07G REPOSITORES ELECTROLITICOS ORAIS;FLORALYTE MER;MERCK
A07F MICROORGANISMOS ANTIDIARREICOS;FLORATIL MER;MERCK
M05B REGULADORES DO CALCIO OSSEO;FOSAMAX MER;MERCK
J07E VACINAS VIRAIS;GARDASIL MER;MERCK
A10H SULFONILOUREIA A DIABETICOS;GLIFAGE MER;MERCK
A10J BIGUANIDA A DIABETICOS;GLIFAGE MER;MERCK
A10J BIGUANIDA A DIABETICOS;GLIVANCE XR MER;MERCK
A10J BIGUANIDA A DIABETICOS;GLUCOVANCE MER;MERCK
A10S AGONISTAS GLP 1;GLUCOVANCE MER;MERCK
G03G GONADOTROFINAS E OUTROS ESTIMULANTES DA OVULACAO;GONAL F MER;MERCK
G03A CONTRACEPTIVOS HORMONAIS SISTEMICOS;GONAL MER;MERCK
C07A AGENTES BETA BLOQUEADORES PUROS;HEMIFUMARATO DE BISOPROLOL MER;MERCK
N05A ANTIPSICOTICOS;HEMIFUMARATO DE QUETIAPINA MER;MERCK
R01A PREPARACOES NASAIS TOPICAS;HYPERA PHARMA;MERCK
C09C ANTAGONISTAS DE LA ANGIOTENSINA II PUROS;HYZAAR MER;MERCK
C09D ANTAGONISTAS DE LA ANGIOTENSINA II COMBINADOS;HYZAAR MER;MERCK
M01A ANTI REUMATICOS SEM ESTEROIDES;INDOCID MER;MERCK
A10N INIBIDOR DPP IV;JANUMET MER;MERCK
A10N INIBIDOR DPP IV;JANUVIA MER;MERCK
L01G ANTICORPOS MONOCLONAIS ANTINEOPLASICOS;KEYTRUDA MER;MERCK
J01G FLUOROQUINOLONAS;LEVOFLOXACINO MER;MERCK
H03A PREPARADOS DE TIREOIDE;LEVOTIROXINA MER;MERCK
N07A PRODUTOS PARA A ESCLEROSE MULTIPLA;MAVENCLAD MER;MERCK
N02C CONTRA ENXAQUECA;MAXALT MER;MERCK
C02A ANTIHIPERTENSIVOS NAO HERBACEOS PUROS;MESIDOX MER;MERCK
C09C ANTAGONISTAS DE LA ANGIOTENSINA II PUROS;MESIDOX MER;MERCK
C02A ANTIHIPERTENSIVOS NAO HERBACEOS PUROS;MESILATO DE DOXAZOSINA MER;MERCK
H02A CORTICOSTEROIDES PUROS;METICORTEN MER;MERCK
R01A PREPARACOES NASAIS TOPICAS;NASONEX MER;MERCK
R01A PREPARACOES NASAIS TOPICAS;NITES MER;MERCK
P01B ANTIHELMINTICOS EXCETO OS ESQUISTOSOMICIDAS;NOXAFIL MER;MERCK
A02B ANTIULCEROSOS;OMEPRAZOL MER;MERCK
G02F HORMONIOS SEXUAIS TOPICOS;OVESTRION MER;MERCK
G03C ESTROGENOS E ASSOCIACOES EXCETO G03A G03E G03F;OVESTRION MER;MERCK
G03G GONADOTROFINAS E OUTROS ESTIMULANTES DA OVULACAO;OVIDREL MER;MERCK
A02B ANTIULCEROSOS;PANTOPRAZOL MER;MERCK
G03G GONADOTROFINAS E OUTROS ESTIMULANTES DA OVULACAO;PERGOVERIS MER;MERCK
G03A CONTRACEPTIVOS HORMONAIS SISTEMICOS;PEROLA MER;MERCK
N02D PROD GABAPENTINOIDES;PREGABALINA MER;MERCK
C09B INIBIDORES ACE COMBINADOS;PRINZIDE MER;MERCK
N05A ANTIPSICOTICOS;QUETIAPINA MER;MERCK
N07A PRODUTOS PARA A ESCLEROSE MULTIPLA;REBIF MER;MERCK
C09A INIBIDORES ACE PUROS;RENITEC MER;MERCK
C09C ANTAGONISTAS DE LA ANGIOTENSINA II PUROS;RENITEC MER;MERCK
N05A ANTIPSICOTICOS;RISPERIDONA MER;MERCK
J07E VACINAS VIRAIS;ROTATEQ MER;MERCK
C08A ANTAGONISTAS DO CALCIO PUROS;ROXFLAN MER;MERCK
S01E MIOTICOS E PRAPARADOS ANTIGLAUCOMA;SAFLUTAN MER;MERCK
R03A AGONISTAS BETA 2;SINGULAIR MER;MERCK
R03J ANTI ASMATICOS ANTAGONISTAS DE LEUCOTRIENE;SINGULAIR MER;MERCK
C10A PREPARADOS PARA REGULACAO COLESTEROL E TRIGLICERID;SINVASTATINA MER;MERCK
G03A CONTRACEPTIVOS HORMONAIS SISTEMICOS;STEZZA MER;MERCK
S01K PRODUTOS PARA OLHO SECO;TIMOPTOL MER;MERCK
J07D VACINAS BACTERIANAS;VAXNEUVANCE MER;MERCK
C10C REGUL DE LIPIDEOS EM COMB C OUT LIPIDOS REGUL;VYTORIN MER;MERCK
C10A PREPARADOS PARA REGULACAO COLESTEROL E TRIGLICERID;ZIMIEX MER;MERCK
J07E VACINAS VIRAIS;ZZVAC MER;MERCK
R05C EXPECTORANTES;ACETILCISTEINA MEC;MERCOFARMA
H04X OUTRAS HORMONIOS E PREPARACAO COM ACOES SIMILARES;MELATONINA;MERCOFARMA
R05F OUTROS ANTITUSSIGENOS E ANTIGRIPAIS;MELGUAX;MERCOFARMA
R05A ANTIGRIPAIS EXCLUINDO ANTINFECCIOSOS;MERCOFARMA;MERCOFARMA
A12A CALCIO;OSSCALCIO MEC;MERCOFARMA
A12C OUTROS SUPLEMENTOS MINERAIS;CONDROLESS MET;METALAB
A05B PRODUTOS PARA DOENCAS DO FIGADO HEPATOPROTETORES;EPATINON MET;METALAB
M05X OUTROS PRODUTOS SISTEMA MUSCULO ESQUELETICO;FLEX A MIM MET;METALAB
A07F MICROORGANISMOS ANTIDIARREICOS;GERMINA;METALAB
R05F OUTROS ANTITUSSIGENOS E ANTIGRIPAIS;MELTRAT MET;METALAB
R05C EXPECTORANTES;MUCOLISIL MET;METALAB
A05A PRODUTOS PARA DISTURBIOS DO TRATO BILIAR;SANTA RAIZ;METALAB
R05F OUTROS ANTITUSSIGENOS E ANTIGRIPAIS;METAPLUS;METAPLUS
R05C EXPECTORANTES;MEU MEL;MEU MEL
A06A DROGAS PARA A CONSTIPACAO;PURA FIBRA;MFF RUETTE
A16A OUTROS PRODUTOS PARA O APARELHO DIGESTIVO E METAB;PURA FIBRA;MFF RUETTE
M02A ANTIREUMATICOS TOPICOS COM ANALGESICOS;MICREX;MICREX
R05C EXPECTORANTES;NEEDS;MIDWAY LABS
A11D VITAMINA B1 E ASSOCIACOES;NEO B EUR;MIDWAY LABS
A02A ANTIACIDOS ANTIFISETICOS;GOMENOL MIL;MILLER IND FARMACEUTICA
R02A PREPARACOES PARA GARGANTA;MINAMEL;MINAMEL
R05C EXPECTORANTES;MINAMEL;MINAMEL
R02A PREPARACOES PARA GARGANTA;MINAMEL MNM;MINAMEL
R05B ANTIGRIPAIS C ANTIINFECCIOSOS;MINAMEL MNM;MINAMEL
R02A PREPARACOES PARA GARGANTA;BELLABELHAA MM;MM IND NUTRACEUTICA
R05B ANTIGRIPAIS C ANTIINFECCIOSOS;BELLABELHAA MM;MM IND NUTRACEUTICA
R02A PREPARACOES PARA GARGANTA;MN PROPOLIS;MN PROPOLIS
R05B ANTIGRIPAIS C ANTIINFECCIOSOS;MN PROPOLIS;MN PROPOLIS
R02A PREPARACOES PARA GARGANTA;MNPROPOLISS MN;MN PROPOLIS
R05C EXPECTORANTES;MOEDENSE MOE;MOEDENSE
N05C TRANQUILIZANTES;LEXOTAN ASL;MOKSHA8
N05C TRANQUILIZANTES;LEXOTAN MOK;MOKSHA8
N05C TRANQUILIZANTES;MOKSHA8 MOK;MOKSHA8
N05A ANTIPSICOTICOS;NEOTIAPIM MOK;MOKSHA8
C10A PREPARADOS PARA REGULACAO COLESTEROL E TRIGLICERID;QUESTRAN MOK;MOKSHA8
M01A ANTI REUMATICOS SEM ESTEROIDES;ULTRAPROCT MOK;MOKSHA8
N05A ANTIPSICOTICOS;URBANIL MOK;MOKSHA8
A07F MICROORGANISMOS ANTIDIARREICOS;20 BI MOM;MOMENTA FARMA
R05C EXPECTORANTES;AIRES MOM;MOMENTA FARMA
N02A ANALGESICOS NARCOTICOS;ALGICOD MOM;MOMENTA FARMA
M01A ANTI REUMATICOS SEM ESTEROIDES;ALGIE MOM;MOMENTA FARMA
R06A ANTIHISTAMINICOS SISTEMICOS;ALLOF MOM;MOMENTA FARMA
R06A ANTIHISTAMINICOS SISTEMICOS;ALOFF MOM;MOMENTA FARMA
R06A ANTIHISTAMINICOS SISTEMICOS;ALOFF XPE MOM;MOMENTA FARMA
G03A CONTRACEPTIVOS HORMONAIS SISTEMICOS;ALURAX MOM;MOMENTA FARMA
G03D PROGESTOGENOS E ASSOCIACOES EXCLUINDO G3A G3F;ALURAX MOM;MOMENTA FARMA
D04A ANTIPRURIGINOSOS,INCLUSIVE ANTIHISTAMINICOS ANESTE;ANDOLBA MOM;MOMENTA FARMA
R03A AGONISTAS BETA 2;ARIA MOM;MOMENTA FARMA
R03J ANTI ASMATICOS ANTAGONISTAS DE LEUCOTRIENE;ARIA MOM;MOMENTA FARMA
N06A A DEPRESSIVOS E REGUL DE HUMOR;ASSERT MOM;MOMENTA FARMA
J01C PENICILINAS DE AMPLO ESPECTRO;ATAK CLAV MOM;MOMENTA FARMA
J01C PENICILINAS DE AMPLO ESPECTRO;ATAK EUR;MOMENTA FARMA
J01C PENICILINAS DE AMPLO ESPECTRO;ATAK MOM;MOMENTA FARMA
N02A ANALGESICOS NARCOTICOS;ATRACE MOM;MOMENTA FARMA
C09C ANTAGONISTAS DE LA ANGIOTENSINA II PUROS;BART H MOM;MOMENTA FARMA
C09D ANTAGONISTAS DE LA ANGIOTENSINA II COMBINADOS;BART H MOM;MOMENTA FARMA
C09C ANTAGONISTAS DE LA ANGIOTENSINA II PUROS;BART MOM;MOMENTA FARMA
A12C OUTROS SUPLEMENTOS MINERAIS;BEMOVE;MOMENTA FARMA
A12C OUTROS SUPLEMENTOS MINERAIS;BEMOVE MOM;MOMENTA FARMA
M05X OUTROS PRODUTOS SISTEMA MUSCULO ESQUELETICO;BOLT MOM;MOMENTA FARMA
G03A CONTRACEPTIVOS HORMONAIS SISTEMICOS;BUONA MOM;MOMENTA FARMA
N06A A DEPRESSIVOS E REGUL DE HUMOR;CITTA MOM;MOMENTA FARMA
G03A CONTRACEPTIVOS HORMONAIS SISTEMICOS;DAEM MOM;MOMENTA FARMA
G03B ANDROGENOS E ASSOCIACOES EXCETO G3E G3F;DAEM MOM;MOMENTA FARMA
J01G FLUOROQUINOLONAS;DAIVA MOM;MOMENTA FARMA
M05B REGULADORES DO CALCIO OSSEO;DENSIS MOM;MOMENTA FARMA
C03A DIURETICOS;DIACQUA MOM;MOMENTA FARMA
C09C ANTAGONISTAS DE LA ANGIOTENSINA II PUROS;DIACQUA MOM;MOMENTA FARMA
B01A ANTICOAGULANTES NAO INJETAVEIS;DIEVARI MOM;MOMENTA FARMA
C05C TERAPIA VARICOSA SISTEMICA;DIEVARI MOM;MOMENTA FARMA
C07B ASSOCIACOES DE BETA BLOQUEADORES;DIUBLOK MOM;MOMENTA FARMA
C09C ANTAGONISTAS DE LA ANGIOTENSINA II PUROS;DIUBLOK MOM;MOMENTA FARMA
M01A ANTI REUMATICOS SEM ESTEROIDES;DUCOX MOM;MOMENTA FARMA
C04A VASOTERAPIA CEREBRAL E PERIFERICA;EQUITAM EUR;MOMENTA FARMA
C04A VASOTERAPIA CEREBRAL E PERIFERICA;EQUITAM MOM;MOMENTA FARMA
C04A VASOTERAPIA CEREBRAL E PERIFERICA;EQUITAN MOM;MOMENTA FARMA
N05B HIPNOTICOS SEDATIVOS;EZONIA MOM;MOMENTA FARMA
N05C TRANQUILIZANTES;EZONIA MOM;MOMENTA FARMA
N05B HIPNOTICOS SEDATIVOS;EZONIAC MOM;MOMENTA FARMA
A05B PRODUTOS PARA DOENCAS DO FIGADO HEPATOPROTETORES;FORFIG MOM;MOMENTA FARMA
A10S AGONISTAS GLP 1;FORFIGC MOM;MOMENTA FARMA
A02B ANTIULCEROSOS;GAZIA MOM;MOMENTA FARMA
A02B ANTIULCEROSOS;GAZIAC MOM;MOMENTA FARMA
R06A ANTIHISTAMINICOS SISTEMICOS;HISBILA MOM;MOMENTA FARMA
G04C PRODUTOS PARA HIPERPLASIA PROSTATICA BENIGNA HPB;HOMINUS MOM;MOMENTA FARMA
M05B REGULADORES DO CALCIO OSSEO;INDOSSO MOM;MOMENTA FARMA
D11A OUTRAS PREPARACOES DERMATOLOGICAS INCL XAMPUS MED;KELUS MOM;MOMENTA FARMA
H02B ASSOCIACOES CORTICOSTEROIDES SISTEMICOS;KOIDE MOM;MOMENTA FARMA
R05C EXPECTORANTES;KOIDE MOM;MOMENTA FARMA
R06A ANTIHISTAMINICOS SISTEMICOS;KOIDE MOM;MOMENTA FARMA
N04A ANTIPARKINSONIANOS;MANTIDAN MOM;MOMENTA FARMA
N05B HIPNOTICOS SEDATIVOS;MEDATO MOM;MOMENTA FARMA
N06B PSICOESTIMULANTES;MEDATO MOM;MOMENTA FARMA
P01B ANTIHELMINTICOS EXCETO OS ESQUISTOSOMICIDAS;MINTI EUR;MOMENTA FARMA
P01B ANTIHELMINTICOS EXCETO OS ESQUISTOSOMICIDAS;MINTI MOM;MOMENTA FARMA
N03A ANTICONVULSIVANTES;MOBALE MOM;MOMENTA FARMA
M01A ANTI REUMATICOS SEM ESTEROIDES;MOMENTA ALGIE MOM;MOMENTA FARMA
R01A PREPARACOES NASAIS TOPICAS;MONAX MOM;MOMENTA FARMA
D07B ASSOCIACOES DE CORTICOIDES;MUD EUR;MOMENTA FARMA
J01G FLUOROQUINOLONAS;MUD EUR;MOMENTA FARMA
J01G FLUOROQUINOLONAS;MUD MOM;MOMENTA FARMA
M02A ANTIREUMATICOS TOPICOS COM ANALGESICOS;MUD MOM;MOMENTA FARMA
A01A ESTOMATOLOGICOS;MUD ORAL MOM;MOMENTA FARMA
